"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001822","GO:0001822","kidney development","43/1610","323/18860",0.13312693498452,1.55948695267581,3.09848371502734,0.00236311394409001,0.019933110097715,0.0153321738431178,"CYP26B1/CRLF1/RARB/WNT11/BAX/TGFB2/SIX4/TGFB1/TMEM59L/GATA3/ACTA2/NPHP3/CENPF/EGR1/HOXC11/SOX4/BMP2/SIX1/LIF/SERPINF1/PDGFRA/STRA6/FRAS1/GCNT3/NOTCH1/DLG5/ADAMTS1/CYP4A22/TIPARP/KLF15/SOX17/OSR2/ILK/DCHS1/PKHD1/GPR4/ERBB4/CYP4A11/DYNC2H1/MAGI2/DLL1/LGR4/ITGB3",43
"GO:0061458","GO:0061458","reproductive system development","43/1610","323/18860",0.13312693498452,1.55948695267581,3.09848371502734,0.00236311394409001,0.019933110097715,0.0153321738431178,"BAK1/AFP/BAX/MMP2/TESC/TGFB2/SIX4/GATA1/RETN/GATA3/CCND1/DHCR24/ERRFI1/C3/TBC1D20/SERPINF1/PDGFRA/TBX3/STRA6/DHH/GATA6/ADAM15/EAF2/SFRP2/GNRH1/NOTCH1/ADAMTS1/WNT7A/MMP14/KIT/TIPARP/NOS3/AXL/ZFPM2/ID4/RARG/HYAL3/FANCA/SYCP2/FLNA/LGR4/ADGRG1/TIFAB",43
"GO:0098813","GO:0098813","nuclear chromosome segregation","43/1610","323/18860",0.13312693498452,1.55948695267581,3.09848371502734,0.00236311394409001,0.019933110097715,0.0153321738431178,"TACC3/TPX2/BIRC5/KIF4A/CDC6/MISP/MYBL2/CENPI/ARHGEF10/CDC20/CENPF/KIF14/DUSP1/CENPK/CDCA8/NUSAP1/KIF23/ANKRD53/SPC25/SKA1/BUB1B/M1AP/SPC24/SPDYA/KIF15/PTTG1/GEM/SHOC1/PLK1/UBE2C/HASPIN/AURKB/SEPTIN1/RCC1/KLHDC8B/KIF18B/SYCP2/FLNA/HSPA1B/SYCE3/KIFC1/MEI4/UHRF1",43
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","55/1610","438/18860",0.125570776255708,1.47097195042401,3.04678232536439,0.00245276050584254,0.0206588178687975,0.0158903746281931,"CCL26/TENM1/BTK/BAK1/ELN/FSCN1/BAX/MAVS/TREM2/ASB2/HCK/CORO1A/MEFV/PYCARD/VPS18/BBC3/TGFB1/STX1A/CCL24/DKK1/IFNG/HRG/PLEK/KIF14/BCL11A/NCKAP1L/HJURP/PREX1/EML2/NCLN/CDC42EP1/GNL3L/SLF1/HRK/AVIL/VILL/LCP1/TP53/TRIM65/ANKRD53/OGT/GBP5/SKA1/TAL1/FBLIM1/TMC8/NLRC3/TLR6/CDH5/HCLS1/FES/C15orf62/HSPA1B/TNF/IKBKE",55
"GO:0051306","GO:0051306","mitotic sister chromatid separation","13/1610","64/18860",0.203125,2.37946428571429,3.37711187924079,0.00258889861094516,0.0217194085567176,0.0167061610621148,"BIRC5/CDC20/CENPF/DUSP1/CDCA8/SPC25/SKA1/BUB1B/SPC24/PLK1/UBE2C/HASPIN/AURKB",13
"GO:0051784","GO:0051784","negative regulation of nuclear division","13/1610","64/18860",0.203125,2.37946428571429,3.37711187924079,0.00258889861094516,0.0217194085567176,0.0167061610621148,"BIRC5/CDC20/CENPF/DUSP1/LIF/CDCA8/SPC25/SKA1/BUB1B/SPC24/PLK1/HASPIN/AURKB",13
"GO:0003007","GO:0003007","heart morphogenesis","38/1610","278/18860",0.136690647482014,1.60123329907503,3.08529655663515,0.00259144274941648,0.0217194085567176,0.0167061610621148,"ELN/RARB/WNT11/TGFB2/ASB2/TGFB1/ENG/GATA3/DKK1/NPHP3/SOX4/BMP2/SIX1/DLL4/COL5A1/GATA5/APLNR/TBX3/HEY2/HTR2B/GATA6/TP53/ADAM15/SFRP2/NOTCH1/ADAMTS1/MSX1/SOX17/NOS3/ILK/DCHS1/ZFPM2/GAA/TH/EPHB4/DLL1/SOX18/GJA5",38
"GO:0072001","GO:0072001","renal system development","44/1610","334/18860",0.131736526946108,1.54319931565441,3.05998527241879,0.00259387236304216,0.0217194085567176,0.0167061610621148,"CYP26B1/CRLF1/RARB/WNT11/BAX/TGFB2/SIX4/TGFB1/TMEM59L/GATA3/ACTA2/NPHP3/CENPF/EGR1/HOXC11/SOX4/BMP2/SIX1/LIF/SERPINF1/PDGFRA/STRA6/FRAS1/GCNT3/NOTCH1/DLG5/ADAMTS1/CYP4A22/TIPARP/KLF15/SOX17/OSR2/ILK/DCHS1/PKHD1/GPR4/ERBB4/CYP4A11/DYNC2H1/MAGI2/COL4A1/DLL1/LGR4/ITGB3",44
"GO:0032479","GO:0032479","regulation of type I interferon production","22/1610","136/18860",0.161764705882353,1.89495798319328,3.20000386530153,0.00262008853271476,0.0218429829717139,0.016801212180781,"TRAF3IP3/BTK/TYROBP/SIGLEC1/MAVS/OAS1/RNF125/PYCARD/RELB/LILRB1/IRF1/HAVCR2/ARRDC4/IRF8/TRIM65/CGAS/NLRC3/CD14/IRF7/TLR7/LILRA4/IKBKE",22
"GO:0032606","GO:0032606","type I interferon production","22/1610","136/18860",0.161764705882353,1.89495798319328,3.20000386530153,0.00262008853271476,0.0218429829717139,0.016801212180781,"TRAF3IP3/BTK/TYROBP/SIGLEC1/MAVS/OAS1/RNF125/PYCARD/RELB/LILRB1/IRF1/HAVCR2/ARRDC4/IRF8/TRIM65/CGAS/NLRC3/CD14/IRF7/TLR7/LILRA4/IKBKE",22
"GO:0046718","GO:0046718","symbiont entry into host cell","22/1610","136/18860",0.161764705882353,1.89495798319328,3.20000386530153,0.00262008853271476,0.0218429829717139,0.016801212180781,"SCARB1/SIGLEC1/ICAM1/CD209/VPS18/NECTIN1/SELPLG/HAVCR1/CD86/CR2/LDLR/EPHA2/NCAM1/GBP5/CCR5/ITGA5/AXL/LGALS9/SLC52A2/TNFRSF4/HSPA1B/ITGB3",22
"GO:0031342","GO:0031342","negative regulation of cell killing","9/1610","36/18860",0.25,2.92857142857143,3.53841477942249,0.00266180741002446,0.0221262740958283,0.017019114391818,"PTPRC/LILRB1/TGFB1/NCKAP1L/HAVCR2/CX3CR1/INPP5D/LGALS9/TIGIT",9
"GO:0071353","GO:0071353","cellular response to interleukin-4","9/1610","36/18860",0.25,2.92857142857143,3.53841477942249,0.00266180741002446,0.0221262740958283,0.017019114391818,"PTPRC/CORO1A/JAK3/GATA3/XCL1/IL2RG/NFIL3/FASN/CD300LF",9
"GO:0030278","GO:0030278","regulation of ossification","21/1610","128/18860",0.1640625,1.921875,3.19714745317124,0.00272044677966941,0.0225478745490995,0.0173434015406976,"LTF/ALOX5/GATA1/TGFB1/COMP/DKK1/MDK/CYP27B1/BMP2/KL/ECM1/NOTCH1/CCR1/OSR2/ADRB2/PHOSPHO1/RFLNA/ZNF664-RFLNA/RFLNB/CSF1/CCL3",21
"GO:0000819","GO:0000819","sister chromatid segregation","33/1610","233/18860",0.141630901287554,1.6591048436542,3.09270662746054,0.00272303432099201,0.0225478745490995,0.0173434015406976,"TACC3/TPX2/BIRC5/KIF4A/CDC6/MISP/MYBL2/CENPI/ARHGEF10/CDC20/CENPF/KIF14/DUSP1/CENPK/CDCA8/NUSAP1/KIF23/ANKRD53/SPC25/SKA1/BUB1B/SPC24/KIF15/PLK1/UBE2C/HASPIN/AURKB/RCC1/KIF18B/FLNA/HSPA1B/KIFC1/UHRF1",33
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","12/1610","57/18860",0.210526315789474,2.46616541353383,3.38676095113651,0.00272829676306642,0.0225478745490995,0.0173434015406976,"BIRC5/CDC20/CENPF/DUSP1/CDCA8/SPC25/SKA1/BUB1B/SPC24/PLK1/HASPIN/AURKB",12
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","12/1610","57/18860",0.210526315789474,2.46616541353383,3.38676095113651,0.00272829676306642,0.0225478745490995,0.0173434015406976,"BIRC5/CDC20/CENPF/DUSP1/CDCA8/SPC25/SKA1/BUB1B/SPC24/PLK1/HASPIN/AURKB",12
"GO:0032733","GO:0032733","positive regulation of interleukin-10 production","10/1610","43/18860",0.232558139534884,2.72425249169435,3.45810054366252,0.00280379111754378,0.0231319546507118,0.0177926649828963,"TREM2/PYCARD/SASH3/IRF4/XCL1/FCER1G/NOD2/LGALS9/TIGIT/LILRA5",10
"GO:0045747","GO:0045747","positive regulation of Notch signaling pathway","11/1610","50/18860",0.22,2.57714285714286,3.41145271728739,0.00281110482291392,0.0231319546507118,0.0177926649828963,"TGFB2/MFNG/DLL4/GATA5/NOTCH1/KIT/NOS3/NOD2/ENHO/JAG2/DLL1",11
"GO:0046636","GO:0046636","negative regulation of alpha-beta T cell activation","11/1610","50/18860",0.22,2.57714285714286,3.41145271728739,0.00281110482291392,0.0231319546507118,0.0177926649828963,"RUNX3/LILRB1/JAK3/CD69/CBLB/HLX/XCL1/SLC4A2/CD300A/LGALS9/LGALS9C",11
"GO:0042692","GO:0042692","muscle cell differentiation","55/1610","441/18860",0.124716553287982,1.46096533851636,2.992486914177,0.00284386091185297,0.0233678743604701,0.0179741299918838,"CYP26B1/EHD2/CDON/ACTN1/RARB/NEBL/SIX4/ASB2/NFATC2/MYEF2/DMPK/TNNT1/OLFM2/TGFB1/COMP/ENG/DKK1/CCL8/HDAC5/IGFBP5/RGS2/RGS4/TNFSF14/BMP2/SIX1/WFIKKN1/FLNC/NFATC1/MYBPH/PTGFRN/DOCK2/APLNR/PDGFRA/TBX3/HEY2/GATA6/CD53/MEGF10/DOCK5/NOTCH1/ADM/UCHL1/PGM5/MMP14/KIT/ANKRD23/MSX1/ADAMTS15/SEMA4C/KRT19/MYOZ2/LBX2/DLL1/DMD/MIR26A1",55
"GO:0051145","GO:0051145","smooth muscle cell differentiation","15/1610","80/18860",0.1875,2.19642857142857,3.276134278249,0.00288368606625833,0.0236290968801566,0.0181750574469542,"NFATC2/OLFM2/TGFB1/COMP/ENG/SIX1/NFATC1/APLNR/TBX3/HEY2/GATA6/NOTCH1/ADM/KIT/MIR26A1",15
"GO:0002430","GO:0002430","complement receptor mediated signaling pathway","6/1610","18/18860",0.333333333333333,3.9047619047619,3.76669982311878,0.0028963100040199,0.0236290968801566,0.0181750574469542,"CR2/C3/ITGAM/C3AR1/CMKLR1/FPR3",6
"GO:0030889","GO:0030889","negative regulation of B cell proliferation","6/1610","18/18860",0.333333333333333,3.9047619047619,3.76669982311878,0.0028963100040199,0.0236290968801566,0.0181750574469542,"BTK/TYROBP/TNFRSF21/CD300A/INPP5D/LYN",6
"GO:0032695","GO:0032695","negative regulation of interleukin-12 production","6/1610","18/18860",0.333333333333333,3.9047619047619,3.76669982311878,0.0028963100040199,0.0236290968801566,0.0181750574469542,"MEFV/LILRB1/JAK3/CMKLR1/TIGIT/LILRA5",6
"GO:0033631","GO:0033631","cell-cell adhesion mediated by integrin","6/1610","18/18860",0.333333333333333,3.9047619047619,3.76669982311878,0.0028963100040199,0.0236290968801566,0.0181750574469542,"ITGA4/FERMT3/ITGA5/ADA/CD3E/CCL5",6
"GO:0003209","GO:0003209","cardiac atrium morphogenesis","8/1610","30/18860",0.266666666666667,3.12380952380952,3.55654861815792,0.00294490162320336,0.0238792094197136,0.0183674393140102,"TGFB2/ENG/SOX4/BMP2/DLL4/HEY2/NOTCH1/GJA5",8
"GO:0010165","GO:0010165","response to X-ray","8/1610","30/18860",0.266666666666667,3.12380952380952,3.55654861815792,0.00294490162320336,0.0238792094197136,0.0183674393140102,"RAD51/GATA3/CCND1/CCND2/TP53/SFRP2/LCN2/THBD",8
"GO:0050820","GO:0050820","positive regulation of coagulation","8/1610","30/18860",0.266666666666667,3.12380952380952,3.55654861815792,0.00294490162320336,0.0238792094197136,0.0183674393140102,"TBXA2R/APOH/HRG/PLG/PLAU/F12/EMILIN1/THBD",8
"GO:0050857","GO:0050857","positive regulation of antigen receptor-mediated signaling pathway","8/1610","30/18860",0.266666666666667,3.12380952380952,3.55654861815792,0.00294490162320336,0.0238792094197136,0.0183674393140102,"PTPRC/KCNN4/PRKD2/TRAT1/LCK/ADA/CARD11/NFAM1",8
"GO:0016525","GO:0016525","negative regulation of angiogenesis","25/1610","163/18860",0.153374233128834,1.79666958808063,3.12078460963025,0.00294784435221504,0.0238792094197136,0.0183674393140102,"E2F2/STAB1/ALOX5/TIE1/APOH/TGFB2/HRG/GADD45A/ADGRB2/CCR2/SERPINF1/STARD13/COL4A2/SPRY2/EMILIN1/EPHA2/HHEX/ADAMTS1/CREB3L1/SHC1/CX3CR1/GPR4/THBS2/CXCR3/TNF",25
"GO:0030203","GO:0030203","glycosaminoglycan metabolic process","13/1610","65/18860",0.2,2.34285714285714,3.3131648519155,0.00298831921974804,0.0241386972001964,0.0185670324402722,"HS3ST1/CD44/NDST1/HMMR/TGFB1/UGDH/IL1B/CEMIP2/EGF/B3GAT3/CHST9/LYG2/HYAL3",13
"GO:2000630","GO:2000630","positive regulation of miRNA metabolic process","13/1610","65/18860",0.2,2.34285714285714,3.3131648519155,0.00298831921974804,0.0241386972001964,0.0185670324402722,"SPI1/TGFB2/TGFB1/GATA3/EGR1/BMP2/TP53/ATOH8/FOS/FOSL1/GATA2/TNF/NEAT1",13
"GO:0015669","GO:0015669","gas transport","7/1610","24/18860",0.291666666666667,3.41666666666667,3.61914305873014,0.00307958667586722,0.0247361744371975,0.0190266007073464,"HBQ1/ZNF410/HBA2/HBA1/HBM/HBD/HBB",7
"GO:0030449","GO:0030449","regulation of complement activation","7/1610","24/18860",0.291666666666667,3.41666666666667,3.61914305873014,0.00307958667586722,0.0247361744371975,0.0190266007073464,"CD5L/TREM2/CR2/IL1B/C3/CFP/VSIG4",7
"GO:0060143","GO:0060143","positive regulation of syncytium formation by plasma membrane fusion","7/1610","24/18860",0.291666666666667,3.41666666666667,3.61914305873014,0.00307958667586722,0.0247361744371975,0.0190266007073464,"TYROBP/EHD2/TREM2/NFATC2/CCL8/TNFSF14/CD53",7
"GO:0060907","GO:0060907","positive regulation of macrophage cytokine production","7/1610","24/18860",0.291666666666667,3.41666666666667,3.61914305873014,0.00307958667586722,0.0247361744371975,0.0190266007073464,"PYCARD/LILRB1/SEMA7A/SPON2/LAPTM5/GPRC5B/TLR7",7
"GO:0050769","GO:0050769","positive regulation of neurogenesis","33/1610","235/18860",0.140425531914894,1.64498480243161,3.03957588714612,0.00312294850819085,0.025049288244521,0.0192674419660878,"CX3CL1/TNFRSF12A/CDKL3/TNFRSF1B/CDON/WDR62/TGFB1/PTPRZ1/LIMK1/NEURL1/MDK/IFNG/FN1/BCL11A/MYRF/IL1B/BMP2/LIF/RNF112/SERPINF1/EPHB2/SEMA7A/NOTCH1/KIT/CX3CR1/ID4/CDH4/TRPV2/L1CAM/TGM2/LTA/TNF/LYN",33
"GO:0009410","GO:0009410","response to xenobiotic stimulus","55/1610","443/18860",0.124153498871332,1.45436955820703,2.95651008318981,0.00313372832015762,0.0251005493879292,0.0193068710746553,"CYP26B1/CD38/TBXA2R/BAK1/RAD51/KCNH2/MMP2/SMOX/PPM1F/RHBDD3/NFATC2/TGFB1/SLC1A1/GATA3/COL1A1/HDAC5/ABCC3/CCND1/MDK/CD69/ENO2/ERRFI1/CENPF/DNMT3A/NCKAP1L/IL1B/FOSB/HTR2B/GATA6/TP53/VAV1/SFRP2/LCN2/UCHL1/SST/CBR3/S100A12/CYBB/GABRB3/ACSM1/CYP2S1/FOS/UGT2B7/FUT1/PFAS/LCK/BLOC1S3/ADA/MT-CYB/MT-ND1/LTA/TNF/GSTA2/LYN/ITGB3",55
"GO:0031343","GO:0031343","positive regulation of cell killing","14/1610","73/18860",0.191780821917808,2.24657534246575,3.26008529721007,0.00316316561262188,0.0252655644393639,0.0194337975524064,"TYROBP/SPI1/CD5L/PTPRC/IL12RB1/ULBP3/VAV1/XCL1/CD1D/CD1C/ITGAM/PRF1/SH2D1A/NCR3",14
"GO:0032722","GO:0032722","positive regulation of chemokine production","14/1610","73/18860",0.191780821917808,2.24657534246575,3.26008529721007,0.00316316561262188,0.0252655644393639,0.0194337975524064,"MAVS/OAS1/PYCARD/TGFB1/IFNG/EGR1/IL1B/FFAR2/HAVCR2/LGALS9/LPL/CSF1R/TLR7/TNF",14
"GO:0010572","GO:0010572","positive regulation of platelet activation","5/1610","13/18860",0.384615384615385,4.50549450549451,3.86258073590904,0.00323548887241231,0.0254872739136722,0.0196043323152255,"PLEK/GP9/GP5/GP1BA/FLNA",5
"GO:0033690","GO:0033690","positive regulation of osteoblast proliferation","5/1610","13/18860",0.384615384615385,4.50549450549451,3.86258073590904,0.00323548887241231,0.0254872739136722,0.0196043323152255,"LTF/GATA1/BMP2/CTHRC1/ITGB3",5
"GO:0036006","GO:0036006","cellular response to macrophage colony-stimulating factor stimulus","5/1610","13/18860",0.384615384615385,4.50549450549451,3.86258073590904,0.00323548887241231,0.0254872739136722,0.0196043323152255,"TREM2/PDE1B/MST1R/CSF1R/CSF1",5
"GO:0036462","GO:0036462","TRAIL-activated apoptotic signaling pathway","5/1610","13/18860",0.384615384615385,4.50549450549451,3.86258073590904,0.00323548887241231,0.0254872739136722,0.0196043323152255,"SPI1/TNFRSF10B/TNFSF10/ATF3/TNFRSF10C",5
"GO:0043383","GO:0043383","negative T cell selection","5/1610","13/18860",0.384615384615385,4.50549450549451,3.86258073590904,0.00323548887241231,0.0254872739136722,0.0196043323152255,"PTPRC/ZAP70/DOCK2/SPN/CD3E",5
"GO:0060100","GO:0060100","positive regulation of phagocytosis, engulfment","5/1610","13/18860",0.384615384615385,4.50549450549451,3.86258073590904,0.00323548887241231,0.0254872739136722,0.0196043323152255,"ABCA7/TREM2/NCKAP1L/C3/GATA2",5
"GO:0071888","GO:0071888","macrophage apoptotic process","5/1610","13/18860",0.384615384615385,4.50549450549451,3.86258073590904,0.00323548887241231,0.0254872739136722,0.0196043323152255,"CCR5/NOD2/IRF7/PLEKHO2/CCL5",5
"GO:0097048","GO:0097048","dendritic cell apoptotic process","5/1610","13/18860",0.384615384615385,4.50549450549451,3.86258073590904,0.00323548887241231,0.0254872739136722,0.0196043323152255,"LILRB1/NR4A3/AXL/LGALS9/LYN",5
"GO:1905155","GO:1905155","positive regulation of membrane invagination","5/1610","13/18860",0.384615384615385,4.50549450549451,3.86258073590904,0.00323548887241231,0.0254872739136722,0.0196043323152255,"ABCA7/TREM2/NCKAP1L/C3/GATA2",5
"GO:2000668","GO:2000668","regulation of dendritic cell apoptotic process","5/1610","13/18860",0.384615384615385,4.50549450549451,3.86258073590904,0.00323548887241231,0.0254872739136722,0.0196043323152255,"LILRB1/NR4A3/AXL/LGALS9/LYN",5
"GO:0042063","GO:0042063","gliogenesis","46/1610","357/18860",0.128851540616246,1.5094037615046,2.96860831618408,0.00324694159506607,0.0255032503643494,0.0196166211009684,"CX3CL1/TNFRSF1B/TGFB2/TREM2/CSK/ARHGEF10/TGFB1/PTPRZ1/MDK/IFNG/CCR2/SOX4/MYRF/IL1B/BMP2/NR1D1/LIF/RNF112/LDLR/DTX1/TP53/TNFRSF21/NOTCH1/DLG5/MMP14/S100B/TAL1/EOMES/KLF15/ILK/CX3CR1/SH3TC2/ID4/C1QA/CSF1R/CSF1/NCMAP/NF2/DLL1/MIR26A1/ADGRG1/CCDC85C/LTA/TNF/LYN/CCL3",46
"GO:0070482","GO:0070482","response to oxygen levels","46/1610","357/18860",0.128851540616246,1.5094037615046,2.96860831618408,0.00324694159506607,0.0255032503643494,0.0196166211009684,"CD38/MMP2/TGFB2/TREM2/BBC3/TGFB1/SLC1A1/ENG/COL1A1/PGF/DNMT3A/EGR1/PLAU/BMP2/LIF/EGLN3/CBFA2T3/LOXL2/GATA6/TP53/ADAM15/CCNA2/LCN2/NOTCH1/ADAM8/NR4A2/MMP14/ALAS2/HK2/S100B/CHRNB2/ADORA1/CA3/CYBB/CLDN3/DDIT4/FOS/UCP2/TH/KCND2/ADA/MT-CYB/MT-ND2/MT-ND1/LTA/TNF",46
"GO:0002418","GO:0002418","immune response to tumor cell","9/1610","37/18860",0.243243243243243,2.84942084942085,3.44009082408508,0.00325535456652825,0.0255032503643494,0.0196166211009684,"GZMB/IL4I1/TGFB1/NKG7/HRG/HAVCR2/ADAM15/PRF1/PDCD1",9
"GO:0003161","GO:0003161","cardiac conduction system development","9/1610","37/18860",0.243243243243243,2.84942084942085,3.44009082408508,0.00325535456652825,0.0255032503643494,0.0196166211009684,"CACNA1G/GJB6/TBX3/HEY2/GATA6/NOTCH1/MSX1/MSC/GJA5",9
"GO:0002752","GO:0002752","cell surface pattern recognition receptor signaling pathway","16/1610","89/18860",0.179775280898876,2.10593900481541,3.1949215028343,0.00330932645533333,0.0258481006011839,0.0198818734251198,"LTF/FCN1/OAS1/TREM2/NFKBIA/FFAR2/NR1D1/IRAK2/FCN3/SCIMP/CD14/TLR1/TLR6/LILRA2/LYN/RAB7B",16
"GO:0033077","GO:0033077","T cell differentiation in thymus","16/1610","89/18860",0.179775280898876,2.10593900481541,3.1949215028343,0.00330932645533333,0.0258481006011839,0.0198818734251198,"TNFRSF9/PTPRC/GATA3/ZAP70/IL1B/DOCK2/TP53/IL2RG/ADAM8/CD3G/CD3D/JAG2/ADA/SPN/CARD11/CD3E",16
"GO:0042220","GO:0042220","response to cocaine","11/1610","51/18860",0.215686274509804,2.5266106442577,3.33509523247965,0.00331293193576985,0.0258481006011839,0.0198818734251198,"FKBP5/SLC1A1/HDAC5/RGS4/DNMT3A/MYRF/FOSB/CCNA2/CHRNB2/TACR3/TGM2",11
"GO:1900744","GO:1900744","regulation of p38MAPK cascade","10/1610","44/18860",0.227272727272727,2.66233766233766,3.37255972275464,0.0033558401874822,0.0261472071283524,0.0201119405470932,"SPI1/TREM2/GADD45A/DUSP1/IL1B/BMP2/GADD45G/SPHK1/PER1/MAP3K5",10
"GO:0010562","GO:0010562","positive regulation of phosphorus metabolic process","42/1610","320/18860",0.13125,1.5375,2.96262246313018,0.00342165986354721,0.0265875988581882,0.0204506815929116,"TENM1/MLXIPL/LTF/MYDGF/PTPRC/TPX2/CLSPN/IL11/TREM2/RASSF2/PIK3CG/BRAT1/IFNG/NEDD9/KIF14/TNFRSF10B/CD244/C3/BMP2/LIF/HTR2B/SPRY2/EGF/PIK3R5/UCHL1/KIT/S100A12/ADORA1/SPDYA/MST1R/GPRC5B/MAP4K2/TLR6/SPHK1/TCIM/ERBB4/CSF1R/TNFRSF18/LILRA5/ELANE/TNF/LYN",42
"GO:0045937","GO:0045937","positive regulation of phosphate metabolic process","42/1610","320/18860",0.13125,1.5375,2.96262246313018,0.00342165986354721,0.0265875988581882,0.0204506815929116,"TENM1/MLXIPL/LTF/MYDGF/PTPRC/TPX2/CLSPN/IL11/TREM2/RASSF2/PIK3CG/BRAT1/IFNG/NEDD9/KIF14/TNFRSF10B/CD244/C3/BMP2/LIF/HTR2B/SPRY2/EGF/PIK3R5/UCHL1/KIT/S100A12/ADORA1/SPDYA/MST1R/GPRC5B/MAP4K2/TLR6/SPHK1/TCIM/ERBB4/CSF1R/TNFRSF18/LILRA5/ELANE/TNF/LYN",42
"GO:0009615","GO:0009615","response to virus","55/1610","445/18860",0.123595505617978,1.44783306581059,2.92070718526742,0.00344885521605652,0.0267625549262242,0.0205852545138902,"FGR/POU2F2/PTPRC/BAX/MAVS/OAS1/UNC13D/IL12RB1/DDX17/SAMHD1/CCL22/PYCARD/CD37/LILRB1/TGFB1/GATA3/ACTA2/CCL8/IFNG/CR2/IRF1/IL1B/APOBEC3A/BST2/CREBZF/SENP7/ITGAX/NLRC5/TRIM65/FCN3/XCL1/LCN2/GBP5/SPON2/DTX3L/MST1R/CGAS/DDIT4/LGALS9/RNASE2/ISG20/FOSL1/APOBEC3B/PRF1/IRF7/HYAL3/TLR7/SPN/MICB/IRF9/TNF/DEFA3/IKBKE/CCL5/CCL4",55
"GO:0097696","GO:0097696","cell surface receptor signaling pathway via STAT","25/1610","165/18860",0.151515151515152,1.77489177489177,3.05420375679776,0.00347681016360657,0.0269064645814154,0.0206959471173162,"CRLF1/CAMK2A/PTPRC/CSF2RB/PTK6/TGFB1/JAK3/IL10RA/SH2B3/IFNG/CISH/GADD45A/CCR2/LIF/EPHB2/EGF/NOTCH1/KIT/CRLF3/ERBB4/CSF1R/NF2/TNFRSF18/TNF/CCL5",25
"GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","25/1610","165/18860",0.151515151515152,1.77489177489177,3.05420375679776,0.00347681016360657,0.0269064645814154,0.0206959471173162,"E2F2/STAB1/ALOX5/TIE1/APOH/TGFB2/HRG/GADD45A/ADGRB2/CCR2/SERPINF1/STARD13/COL4A2/SPRY2/EMILIN1/EPHA2/HHEX/ADAMTS1/CREB3L1/SHC1/CX3CR1/GPR4/THBS2/CXCR3/TNF",25
"GO:0003279","GO:0003279","cardiac septum development","19/1610","114/18860",0.166666666666667,1.95238095238095,3.11592172202087,0.00353303438233107,0.0272677781815808,0.0209738627512772,"MATR3/NDST1/RARB/WNT11/TGFB2/ENG/GATA3/NPHP3/SOX4/APLNR/TBX3/HEY2/STRA6/GATA6/TP53/NOTCH1/NOS3/ZFPM2/GJA5",19
"GO:0006029","GO:0006029","proteoglycan metabolic process","19/1610","114/18860",0.166666666666667,1.95238095238095,3.11592172202087,0.00353303438233107,0.0272677781815808,0.0209738627512772,"HS3ST1/BTK/CHPF2/NDST1/UGDH/BMP2/ADAMTS7/CHST7/B3GAT3/CHST9/B3GNT7/ST3GAL2/SLC35B2/EXTL1/ADAMTS4/CYTL1/B3GNT3/CHST15/GAL3ST4",19
"GO:0002820","GO:0002820","negative regulation of adaptive immune response","14/1610","74/18860",0.189189189189189,2.21621621621622,3.20248577349501,0.00360142860971977,0.0277581808881231,0.0213510713009206,"PTPRC/IL4I1/LILRB1/IL27RA/JAK3/CD69/CR2/NCKAP1L/HAVCR2/XCL1/LGALS9/LILRB4/PDCD1/SPN",14
"GO:0034767","GO:0034767","positive regulation of monoatomic ion transmembrane transport","21/1610","131/18860",0.16030534351145,1.87786259541985,3.08022624024687,0.00361168792613255,0.0277997890303527,0.0213830755023134,"CX3CL1/BAK1/KCNH2/P2RX5/BAX/TESC/FXYD5/KCNN4/P2RX1/IFNG/APLNR/XCL1/TRPC1/LCN2/MS4A1/CTSS/KCNE5/CD19/LRRC55/CXCR3/FLNA",21
"GO:0001975","GO:0001975","response to amphetamine","8/1610","31/18860",0.258064516129032,3.02304147465438,3.44389359058251,0.00367684148410728,0.0281815073943412,0.021676686097303,"SLC1A1/RGS2/RGS4/PDE1B/DBH/FOSB/NR4A2/CNR2",8
"GO:0003171","GO:0003171","atrioventricular valve development","8/1610","31/18860",0.258064516129032,3.02304147465438,3.44389359058251,0.00367684148410728,0.0281815073943412,0.021676686097303,"TGFB2/SOX4/BMP2/APLNR/HEY2/NOTCH1/DCHS1/GJA5",8
"GO:0002639","GO:0002639","positive regulation of immunoglobulin production","12/1610","59/18860",0.203389830508475,2.38256658595642,3.24937104571217,0.00368591843521022,0.0281815073943412,0.021676686097303,"BTK/PTPRC/CD37/TGFB1/CD86/SASH3/EPHB2/XCL1/IL2RG/MZB1/TNFRSF4/TNF",12
"GO:0050850","GO:0050850","positive regulation of calcium-mediated signaling","12/1610","59/18860",0.203389830508475,2.38256658595642,3.24937104571217,0.00368591843521022,0.0281815073943412,0.021676686097303,"PTPRC/P2RX5/TREM2/ZAP70/PDGFRA/TRAT1/NMUR1/ADA/CD3E/TNF/CCL4/CCL3",12
