"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000068976",125.727065440421,1.18806830057689,0.37449359055463,3.17246631328816,0.00151150093601887,0.0109625438901635
"ENSG00000070047",820.38714079563,1.00388200018194,0.237987321675307,4.21821630293215,2.46242541018968e-05,0.000373464219284547
"ENSG00000070190",126.703281253483,2.16768991360235,0.46975952366652,4.61446719947968,3.94105006018108e-06,7.80783488565724e-05
"ENSG00000070614",752.622089878803,1.02660911440927,0.194607944070655,5.27526828008903,1.32562015337847e-07,4.29103072158292e-06
"ENSG00000070808",506.783250209256,1.812811405077,0.377307161679088,4.80460375310568,1.55058279055899e-06,3.5695536239499e-05
"ENSG00000072110",3669.56687335453,1.61863019011138,0.338800874459961,4.77752660081363,1.77464579616269e-06,3.96474884924846e-05
"ENSG00000072571",74.6061095955045,1.31701194829554,0.513979775133427,2.56238087958547,0.0103957242239591,0.0472176096445641
"ENSG00000072786",1018.76361008629,1.50594977663579,0.277868079529393,5.41965733950557,5.97133767495276e-08,2.14985340003839e-06
"ENSG00000072864",386.759192295593,1.06631661575505,0.138698173372173,7.68803647394668,1.49410220970687e-14,2.70908880371632e-12
"ENSG00000073060",562.704451621724,1.0043666445244,0.325888192041392,3.08193628689939,0.00205658851337688,0.013899416381665
"ENSG00000073737",40.0758561962079,2.41248175949144,0.64809350206774,3.72242855667342,0.000197315749301621,0.00211083141471789
"ENSG00000073754",63.0861033320656,5.36377762375133,1.69256259700712,3.16902762310585,0.00152949857995215,0.0110706142515368
"ENSG00000074211",5.24494795338781,4.82732010041727,1.65278063730022,2.92072643608809,0.00349216319937795,0.0209195373652945
"ENSG00000074370",980.119577032355,1.71331844272325,0.325429160613684,5.26479692075636,1.40344405922556e-07,4.49066205242225e-06
"ENSG00000074660",1014.80856921972,2.02316256309829,0.449838802658813,4.49752789474853,6.87481435025715e-06,0.000124653336718938
"ENSG00000074842",4691.56265851899,1.07771810811089,0.193064856193898,5.58215580689903,2.37555413721289e-08,9.52581981111233e-07
"ENSG00000075218",58.4623096855592,2.15962998668544,0.652654432179493,3.30899459224311,0.000936316455879315,0.00751061238574947
